Call_ID,Call_Start_Time,Call_End_Time,Call_Duration_sec,Caller_Number,IVR_Path,Call_Status,Agent_ID,Call_Disposition
35,2025-05-12 16:29:54,2025-05-12 16:43:38,824,88604532936479,/info/hours,no_answer,A102,Callback Scheduled
36,2025-05-31 04:14:46,2025-05-31 04:36:27,1301,318267107197071,/info/hours,completed,A108,No Answer
37,2025-06-06 10:55:19,2025-06-06 11:25:47,1828,3597356171,/main/menu1,busy,A110,Resolved
38,2025-05-30 10:34:05,2025-05-30 11:07:39,2014,4950915693,/info/hours,failed,A109,Left Message
39,2025-05-27 12:43:15,2025-05-27 13:13:27,1812,28660686708374,/main/menu1,busy,A102,Resolved
40,2025-05-29 08:42:36,2025-05-29 09:38:04,3328,6504658033637,/sales/new,no_answer,A109,Callback Scheduled
41,2025-05-18 05:13:48,2025-05-18 05:32:00,1092,684192078067,/info/location,no_answer,A109,Left Message
42,2025-05-11 09:23:03,2025-05-11 09:30:54,471,20483825061046,/info/location,completed,A106,Callback Scheduled
43,2025-05-16 09:44:57,2025-05-16 10:38:54,3237,9387214474,/main/menu3,no_answer,A108,Callback Scheduled
44,2025-05-09 10:34:45,2025-05-09 10:53:40,1135,199266848475999,/info/location,no_answer,A104,No Answer
45,2025-05-19 10:52:31,2025-05-19 11:15:09,1358,3926144767,/sales/upgrade,busy,A104,No Answer
46,2025-06-01 15:57:02,2025-06-01 16:56:58,3596,82241276447365,/info/location,busy,A105,Callback Scheduled
47,2025-06-07 15:25:36,2025-06-07 16:23:32,3476,47734265900049,/main/menu2,failed,A109,Left Message
48,2025-06-04 20:20:41,2025-06-04 20:40:22,1181,76458744627067,/main/menu3,missed,A109,Escalated
49,2025-06-02 07:40:38,2025-06-02 08:20:44,2406,978744850016450,/sales/upgrade,failed,A110,Resolved
50,2025-06-02 14:50:52,2025-06-02 15:00:09,557,2713086847324,/support/tech,busy,A106,Escalated
51,2025-05-12 08:43:27,2025-05-12 09:20:34,2227,415512856783793,/main/menu1,busy,A104,Resolved
52,2025-06-01 06:18:04,2025-06-01 06:38:42,1238,75396321051,/main/menu3,busy,A110,Callback Scheduled
53,2025-05-22 23:15:24,2025-05-22 23:33:46,1102,7312803727914,/main/menu3,missed,A108,Escalated
54,2025-05-21 10:09:36,2025-05-21 10:17:24,468,242274543492,/main/menu2,busy,A102,Left Message
55,2025-06-07 14:37:42,2025-06-07 14:51:07,805,41207774209,/main/menu3,no_answer,A109,Callback Scheduled
56,2025-06-07 12:51:12,2025-06-07 13:34:46,2614,5992082740,/main/menu1,busy,A105,Resolved
57,2025-05-16 15:24:12,2025-05-16 15:54:17,1805,754305109034971,/main/menu2,completed,A102,Escalated
58,2025-05-17 17:39:25,2025-05-17 18:23:25,2640,61983909467535,/main/menu1,failed,A101,Resolved
59,2025-05-24 01:49:09,2025-05-24 02:02:31,802,343955645564371,/support/billing,failed,A110,Callback Scheduled
60,2025-05-13 17:05:03,2025-05-13 17:27:56,1373,89686803830,/feedback,missed,A106,Escalated
61,2025-05-18 03:55:33,2025-05-18 04:12:41,1028,8087395834,/support/billing,failed,A104,Callback Scheduled
62,2025-05-11 13:37:13,2025-05-11 14:09:46,1953,09374839724,/info/location,busy,A103,No Answer
63,2025-05-23 19:53:04,2025-05-23 20:22:06,1742,50155752184,/info/hours,no_answer,A101,Left Message
64,2025-05-30 10:13:52,2025-05-30 10:32:39,1127,1143591919,/main/menu2,completed,A110,Left Message
65,2025-05-10 22:57:03,2025-05-10 22:57:45,42,028349355049533,/main/menu1,completed,A104,Escalated
66,2025-05-09 05:37:48,2025-05-09 06:21:09,2601,710494231979393,/support/tech,no_answer,A102,Escalated
67,2025-05-21 08:49:36,2025-05-21 08:51:53,137,405303485676957,/sales/upgrade,missed,A106,Resolved
68,2025-05-09 13:00:47,2025-05-09 13:04:34,227,639045148508,/support/tech,busy,A103,Escalated
69,2025-05-18 16:28:37,2025-05-18 17:03:02,2065,09672941013724,/info/hours,busy,A103,Left Message
70,2025-05-18 19:11:19,2025-05-18 19:57:32,2773,9578653468,/support/tech,completed,A107,Resolved
71,2025-05-23 08:40:20,2025-05-23 09:12:42,1942,2731450935551,/info/location,completed,A105,Resolved
72,2025-05-14 19:04:57,2025-05-14 20:04:48,3591,13749318074396,/info/location,no_answer,A106,Left Message
73,2025-05-30 05:48:31,2025-05-30 06:05:42,1031,271926997153,/info/hours,busy,A109,Escalated
74,2025-05-18 07:55:21,2025-05-18 08:06:21,660,17298660449,/sales/upgrade,completed,A105,No Answer
75,2025-05-21 18:37:55,2025-05-21 18:49:02,667,763613768936955,/support/tech,failed,A102,No Answer
76,2025-06-08 20:28:39,2025-06-08 21:04:21,2142,047034948831,/info/hours,completed,A101,Resolved
77,2025-05-20 18:13:45,2025-05-20 18:59:59,2774,878381779834873,/main/menu3,missed,A105,Left Message
78,2025-05-10 08:46:02,2025-05-10 09:20:53,2091,4725737041,/main/menu3,busy,A109,No Answer
79,2025-05-26 13:21:57,2025-05-26 13:27:36,339,90018890652,/info/hours,busy,A110,Resolved
80,2025-05-14 13:24:16,2025-05-14 14:13:01,2925,362544490918,/sales/new,no_answer,A105,No Answer
81,2025-05-18 07:40:06,2025-05-18 07:59:12,1146,96396780845844,/main/menu2,missed,A109,Resolved
82,2025-06-08 00:04:30,2025-06-08 00:42:22,2272,85353501766179,/main/menu3,no_answer,A106,Resolved
83,2025-06-05 18:08:37,2025-06-05 18:37:36,1739,48403933670771,/main/menu1,failed,A108,Left Message
84,2025-06-08 04:39:51,2025-06-08 05:08:29,1718,84414446334,/main/menu2,busy,A104,Escalated
85,2025-05-20 06:02:09,2025-05-20 06:52:54,3045,345742402829847,/support/tech,missed,A108,Escalated
86,2025-05-21 05:00:39,2025-05-21 05:34:06,2007,901635113254,/main/menu2,busy,A110,Callback Scheduled
87,2025-06-07 17:06:33,2025-06-07 18:02:49,3376,34813371813,/sales/upgrade,failed,A107,Resolved
88,2025-05-26 12:52:25,2025-05-26 13:09:15,1010,0885524875378,/support/billing,completed,A106,No Answer
89,2025-06-02 04:57:32,2025-06-02 05:17:06,1174,0620951527,/info/location,failed,A107,Left Message
90,2025-05-17 17:02:44,2025-05-17 17:22:59,1215,6456857602765,/sales/upgrade,completed,A109,Resolved
91,2025-05-14 17:55:32,2025-05-14 18:37:40,2528,420708962280,/sales/new,no_answer,A103,Callback Scheduled
92,2025-06-07 05:18:14,2025-06-07 05:45:23,1629,963281894746539,/main/menu1,completed,A106,Callback Scheduled
93,2025-05-17 11:59:51,2025-05-17 12:47:02,2831,58569265009,/sales/upgrade,missed,A101,Resolved
94,2025-05-13 08:42:34,2025-05-13 08:56:59,865,9410511072595,/info/location,no_answer,A109,Escalated
95,2025-05-18 20:30:52,2025-05-18 21:16:29,2737,65338984553088,/sales/upgrade,missed,A105,Left Message
96,2025-05-14 16:27:24,2025-05-14 16:38:37,673,48702125755,/feedback,no_answer,A101,Resolved
97,2025-05-28 17:37:08,2025-05-28 18:32:14,3306,40361865230389,/feedback,no_answer,A108,No Answer
98,2025-05-28 11:53:31,2025-05-28 12:07:51,860,519839928283402,/support/billing,completed,A109,Callback Scheduled
99,2025-05-23 10:52:06,2025-05-23 11:11:34,1168,35524551357,/main/menu2,no_answer,A103,Callback Scheduled
100,2025-05-10 01:15:25,2025-05-10 01:55:00,2375,38595207073,/support/tech,completed,A110,Resolved
101,2025-06-07 19:09:00,2025-06-07 20:01:28,3148,7617044304,/feedback,missed,A109,Resolved
102,2025-05-10 11:17:48,2025-05-10 11:36:13,1105,61421755299,/info/hours,failed,A101,Escalated
103,2025-06-02 11:23:50,2025-06-02 12:04:35,2445,718170139895609,/support/billing,no_answer,A108,Resolved
104,2025-06-09 04:16:03,2025-06-09 04:59:31,2608,8089307746271,/sales/upgrade,busy,A107,Left Message
105,2025-05-12 09:02:47,2025-05-12 09:18:45,958,7517393841244,/main/menu2,completed,A110,Resolved
106,2025-05-25 21:05:40,2025-05-25 21:08:11,151,80576630933,/support/billing,no_answer,A109,Callback Scheduled
107,2025-05-20 06:59:35,2025-05-20 07:19:14,1179,4816795222,/support/tech,completed,A105,No Answer
108,2025-05-13 06:19:24,2025-05-13 06:26:41,437,62702747602914,/support/tech,missed,A107,Left Message
109,2025-06-02 09:35:09,2025-06-02 10:04:51,1782,73095673000,/main/menu3,completed,A108,Resolved
110,2025-05-12 02:24:39,2025-05-12 02:43:26,1127,60794509540,/info/hours,missed,A103,Resolved
111,2025-05-13 20:36:23,2025-05-13 21:09:11,1968,03716472509,/info/hours,completed,A103,Resolved
112,2025-06-08 03:58:28,2025-06-08 04:40:10,2502,8522047212,/main/menu1,busy,A106,Escalated
113,2025-05-15 08:39:48,2025-05-15 09:31:24,3096,3075137044,/info/hours,no_answer,A110,Resolved
114,2025-05-25 06:49:47,2025-05-25 07:25:28,2141,627766277980070,/support/tech,busy,A106,Resolved
115,2025-06-04 12:44:37,2025-06-04 12:47:23,166,380281888428,/support/billing,failed,A105,Left Message
116,2025-05-25 07:16:52,2025-05-25 08:01:17,2665,3502787223510,/main/menu3,failed,A101,Escalated
117,2025-05-12 20:13:23,2025-05-12 20:43:33,1810,308317415470,/main/menu1,failed,A104,No Answer
118,2025-05-13 15:09:03,2025-05-13 15:49:43,2440,5726069993,/feedback,failed,A108,Resolved
119,2025-05-19 22:02:55,2025-05-19 22:12:48,593,738480666956,/info/hours,failed,A107,Callback Scheduled
120,2025-06-08 12:49:32,2025-06-08 13:44:15,3283,5911035235930,/info/location,no_answer,A105,Resolved
121,2025-05-17 01:17:42,2025-05-17 01:33:07,925,28253678053275,/support/billing,missed,A101,Left Message
122,2025-06-04 06:02:27,2025-06-04 06:51:22,2935,15625197838578,/info/location,failed,A110,Callback Scheduled
123,2025-06-03 14:20:46,2025-06-03 14:56:05,2119,990139346661715,/main/menu2,busy,A105,No Answer
124,2025-05-21 15:50:30,2025-05-21 16:47:53,3443,368544123379,/info/hours,busy,A105,No Answer
125,2025-06-06 11:30:22,2025-06-06 11:35:33,311,9290279281,/sales/new,busy,A107,Resolved
126,2025-05-20 04:18:31,2025-05-20 04:28:35,604,5521908109520,/support/tech,missed,A101,Resolved
127,2025-05-15 07:36:07,2025-05-15 08:05:05,1738,87560613388,/main/menu1,no_answer,A104,Resolved
128,2025-05-26 09:38:35,2025-05-26 09:51:46,791,5521373074,/feedback,no_answer,A105,Escalated
129,2025-06-07 17:24:15,2025-06-07 18:04:56,2441,1647548830131,/sales/new,failed,A103,Escalated
130,2025-05-17 19:21:31,2025-05-17 19:51:11,1780,4834634717,/main/menu3,failed,A103,Resolved
131,2025-05-23 15:42:03,2025-05-23 16:15:33,2010,407418068707497,/main/menu2,no_answer,A109,No Answer
132,2025-05-12 23:25:45,2025-05-13 00:13:01,2836,593582260212617,/support/tech,missed,A105,No Answer
133,2025-05-25 16:38:24,2025-05-25 17:28:13,2989,51965557570,/info/hours,completed,A109,Callback Scheduled
134,2025-05-20 11:29:34,2025-05-20 12:16:59,2845,8695525320,/main/menu2,no_answer,A102,No Answer
135,2025-06-04 06:56:22,2025-06-04 07:50:59,3277,8912471320804,/sales/upgrade,failed,A103,Escalated
136,2025-05-18 11:27:32,2025-05-18 11:38:30,658,58109672879,/sales/new,completed,A101,Left Message
137,2025-05-13 19:14:34,2025-05-13 19:58:49,2655,00773986869,/sales/upgrade,busy,A109,Callback Scheduled
138,2025-05-10 10:39:13,2025-05-10 11:33:39,3266,1788344108570,/support/billing,busy,A105,Resolved
139,2025-05-19 15:48:29,2025-05-19 16:12:51,1462,16872845549845,/main/menu1,failed,A109,No Answer
140,2025-06-07 17:02:05,2025-06-07 17:33:10,1865,993175041574,/feedback,busy,A102,Resolved
141,2025-05-31 09:34:42,2025-05-31 10:02:14,1652,9838582657483,/feedback,busy,A106,Left Message
142,2025-05-20 21:03:53,2025-05-20 21:48:44,2691,31894950686,/main/menu3,busy,A101,Escalated
143,2025-05-18 21:45:59,2025-05-18 22:20:14,2055,6813580980116,/info/location,missed,A102,Resolved
144,2025-05-10 11:51:52,2025-05-10 12:35:31,2619,583311577198004,/main/menu2,failed,A104,No Answer
145,2025-05-25 02:29:01,2025-05-25 02:51:15,1334,8742434274,/main/menu1,busy,A109,Resolved
146,2025-05-15 02:03:31,2025-05-15 02:26:44,1393,91440838379,/sales/new,completed,A107,No Answer
147,2025-05-28 20:39:23,2025-05-28 21:08:55,1772,747757289890317,/info/location,missed,A101,Left Message
148,2025-06-04 14:44:15,2025-06-04 14:55:53,698,5101869255,/info/location,no_answer,A102,No Answer
149,2025-06-04 15:11:37,2025-06-04 15:11:42,5,702737498799389,/support/billing,completed,A109,Resolved
150,2025-05-13 07:56:14,2025-05-13 08:07:41,687,1930580932432,/sales/upgrade,failed,A103,Escalated
151,2025-05-30 01:18:58,2025-05-30 02:16:33,3455,5235785110795,/main/menu1,completed,A105,Resolved
152,2025-06-08 10:38:00,2025-06-08 11:35:37,3457,953807420309,/main/menu3,missed,A108,No Answer
153,2025-05-19 11:53:00,2025-05-19 12:08:44,944,5197977127165,/support/billing,failed,A101,Left Message
154,2025-05-21 21:37:21,2025-05-21 22:34:12,3411,47312900280280,/main/menu1,failed,A109,Escalated
155,2025-05-11 18:44:30,2025-05-11 19:05:59,1289,182295594229,/sales/new,completed,A110,No Answer
156,2025-05-29 09:30:04,2025-05-29 10:05:09,2105,947759830048,/sales/new,missed,A103,Escalated
157,2025-05-27 06:46:36,2025-05-27 07:19:54,1998,408045321542,/main/menu1,missed,A110,Resolved
158,2025-05-22 21:57:01,2025-05-22 21:58:55,114,512815967791,/sales/upgrade,busy,A108,Callback Scheduled
159,2025-06-06 03:58:20,2025-06-06 04:25:46,1646,7036992560,/main/menu3,missed,A103,Escalated
160,2025-05-19 08:10:36,2025-05-19 09:01:05,3029,123027813356,/support/tech,busy,A109,No Answer
161,2025-05-22 16:25:15,2025-05-22 17:11:30,2775,157187369530,/support/billing,missed,A109,Left Message
162,2025-06-07 20:16:12,2025-06-07 20:33:27,1035,65891566052070,/feedback,missed,A110,Resolved
163,2025-05-18 03:01:11,2025-05-18 03:08:57,466,126157461456,/feedback,completed,A104,Left Message
164,2025-05-25 11:22:28,2025-05-25 11:34:43,735,48363977286535,/main/menu1,busy,A101,Escalated
165,2025-05-29 17:49:59,2025-05-29 18:15:53,1554,1747465166,/support/billing,missed,A110,Escalated
166,2025-05-15 07:10:49,2025-05-15 07:58:30,2861,88346850660,/info/hours,completed,A106,No Answer
167,2025-05-10 07:06:33,2025-05-10 07:57:37,3064,45598811837,/support/tech,completed,A109,Left Message
168,2025-06-06 16:41:31,2025-06-06 16:46:27,296,8125074442,/main/menu3,completed,A105,Callback Scheduled
169,2025-05-12 10:26:52,2025-05-12 11:04:29,2257,090355459561,/support/tech,failed,A101,Left Message
170,2025-05-13 13:24:56,2025-05-13 14:19:05,3249,870734119451,/sales/new,completed,A107,Callback Scheduled
171,2025-06-07 22:33:16,2025-06-07 22:48:09,893,10801258139,/info/hours,failed,A103,Callback Scheduled
172,2025-06-04 08:18:31,2025-06-04 08:34:48,977,045393467680781,/sales/new,busy,A103,Escalated
173,2025-05-16 23:51:15,2025-05-17 00:31:02,2387,8469575862309,/feedback,no_answer,A110,Resolved
174,2025-05-22 18:38:08,2025-05-22 19:04:12,1564,234654404093,/feedback,failed,A106,Escalated
175,2025-05-19 23:21:04,2025-05-20 00:06:28,2724,5477869486454,/support/tech,missed,A102,No Answer
176,2025-06-03 20:43:49,2025-06-03 21:12:03,1694,2853181965317,/main/menu2,failed,A103,No Answer
177,2025-05-30 13:45:21,2025-05-30 14:40:43,3322,9361330576,/feedback,busy,A110,Left Message
178,2025-05-26 10:58:49,2025-05-26 11:34:59,2170,633957316055,/support/tech,completed,A110,No Answer
179,2025-05-30 16:29:38,2025-05-30 16:32:22,164,068654800713789,/main/menu3,completed,A110,Escalated
180,2025-05-28 17:39:03,2025-05-28 18:05:07,1564,98412802653467,/main/menu3,busy,A101,Escalated
181,2025-06-03 17:51:15,2025-06-03 18:01:54,639,7352150854,/support/billing,no_answer,A105,No Answer
182,2025-05-25 13:24:54,2025-05-25 14:21:54,3420,13105843578671,/sales/new,missed,A108,Left Message
183,2025-05-13 02:41:01,2025-05-13 03:15:29,2068,535382050271,/feedback,busy,A106,Left Message
184,2025-05-24 13:01:34,2025-05-24 13:11:59,625,4246459101802,/support/billing,busy,A101,Callback Scheduled
185,2025-05-18 13:43:54,2025-05-18 14:38:45,3291,243535583552,/sales/upgrade,no_answer,A102,Escalated
186,2025-05-22 17:42:11,2025-05-22 17:43:11,60,7076927832951,/main/menu3,missed,A105,Left Message
187,2025-05-10 22:40:05,2025-05-10 22:55:59,954,710760514318,/main/menu3,missed,A105,Callback Scheduled
188,2025-05-13 20:33:03,2025-05-13 21:02:29,1766,1659239898,/main/menu3,failed,A109,No Answer
189,2025-05-20 17:38:24,2025-05-20 18:31:09,3165,7553193168,/main/menu1,busy,A108,No Answer
190,2025-05-10 14:48:50,2025-05-10 15:27:39,2329,9659555264,/info/hours,failed,A107,Left Message
191,2025-05-22 08:38:14,2025-05-22 08:45:05,411,1648513552236,/support/billing,failed,A102,Left Message
192,2025-06-08 01:01:01,2025-06-08 01:08:42,461,478938374123693,/support/billing,missed,A105,No Answer
193,2025-05-21 16:58:36,2025-05-21 17:34:58,2182,067784472516380,/info/location,no_answer,A104,Left Message
194,2025-05-28 12:26:27,2025-05-28 12:51:56,1529,01150436352,/sales/upgrade,busy,A104,Left Message
195,2025-05-22 13:52:31,2025-05-22 13:55:09,158,899905065151082,/sales/upgrade,busy,A107,Resolved
196,2025-05-22 23:34:50,2025-05-22 23:51:21,991,953185298082287,/support/billing,no_answer,A108,Resolved
197,2025-05-29 11:32:45,2025-05-29 12:18:16,2731,18504288441771,/main/menu3,completed,A102,Callback Scheduled
198,2025-06-05 09:46:31,2025-06-05 10:10:47,1456,729393618377,/support/billing,no_answer,A104,Left Message
199,2025-05-25 21:22:56,2025-05-25 22:19:15,3379,6341916409,/sales/upgrade,missed,A101,Callback Scheduled
200,2025-05-17 03:25:02,2025-05-17 04:15:58,3056,52259888501346,/sales/new,no_answer,A110,Resolved
201,2025-06-04 11:01:06,2025-06-04 11:35:02,2036,129611963247,/info/hours,busy,A108,Callback Scheduled
202,2025-05-22 08:56:46,2025-05-22 09:54:33,3467,95686982031790,/main/menu2,no_answer,A110,Callback Scheduled
203,2025-05-20 15:39:19,2025-05-20 15:54:04,885,04381858951963,/sales/upgrade,completed,A104,Left Message
204,2025-05-29 09:26:52,2025-05-29 09:52:05,1513,539915844085,/info/hours,no_answer,A108,Resolved
205,2025-05-19 02:32:20,2025-05-19 03:21:06,2926,3640720654035,/support/billing,failed,A106,Resolved
206,2025-05-10 05:49:33,2025-05-10 06:14:56,1523,594900668617,/main/menu1,missed,A107,No Answer
207,2025-05-12 04:46:03,2025-05-12 05:37:23,3080,1425423139928,/main/menu3,missed,A107,Callback Scheduled
208,2025-05-15 13:22:40,2025-05-15 14:16:47,3247,6081530041,/main/menu3,no_answer,A105,Resolved
209,2025-05-19 17:30:36,2025-05-19 17:53:18,1362,2835649424,/feedback,missed,A106,Escalated
210,2025-06-06 09:13:06,2025-06-06 09:48:02,2096,36990027581877,/info/location,missed,A109,No Answer
211,2025-06-01 21:45:02,2025-06-01 22:10:29,1527,5885900793925,/main/menu2,busy,A104,Callback Scheduled
212,2025-05-12 03:46:01,2025-05-12 04:14:14,1693,3766689111128,/main/menu2,completed,A109,Escalated
213,2025-05-31 05:37:51,2025-05-31 06:16:14,2303,949011296884478,/support/billing,missed,A110,Callback Scheduled
214,2025-06-01 17:24:30,2025-06-01 18:22:13,3463,6891583567107,/sales/upgrade,failed,A103,Resolved
215,2025-05-23 11:27:05,2025-05-23 12:15:05,2880,86763719439418,/support/billing,missed,A108,Escalated
216,2025-06-07 22:58:32,2025-06-07 23:02:07,215,742430245469,/info/hours,no_answer,A102,Left Message
217,2025-05-17 19:06:33,2025-05-17 20:00:20,3227,523040485500035,/support/tech,completed,A105,Escalated
218,2025-05-27 13:56:06,2025-05-27 14:29:23,1997,94213661008,/main/menu1,busy,A110,Callback Scheduled
219,2025-05-14 19:22:37,2025-05-14 20:20:57,3500,04536076045905,/info/location,busy,A102,No Answer
220,2025-05-21 17:38:08,2025-05-21 17:40:03,115,74460557626605,/support/billing,busy,A102,Left Message
221,2025-05-17 13:40:17,2025-05-17 13:57:15,1018,8695781389922,/support/billing,completed,A107,Resolved
222,2025-05-24 05:18:58,2025-05-24 05:35:40,1002,38622338080627,/support/billing,failed,A106,No Answer
223,2025-05-11 18:12:01,2025-05-11 18:42:32,1831,8711720236,/main/menu3,failed,A105,Resolved
224,2025-05-16 07:46:21,2025-05-16 08:36:12,2991,5678887045551,/main/menu2,completed,A105,Resolved
225,2025-05-31 21:32:39,2025-05-31 22:21:32,2933,8288772559,/sales/new,completed,A103,Left Message
226,2025-05-11 20:34:57,2025-05-11 21:17:22,2545,95048565206792,/main/menu2,no_answer,A105,Callback Scheduled
227,2025-05-12 00:50:48,2025-05-12 01:39:03,2895,423459481105,/main/menu3,missed,A105,Callback Scheduled
228,2025-05-22 18:27:01,2025-05-22 18:36:32,571,7376154714551,/support/tech,completed,A104,No Answer
229,2025-05-18 23:28:57,2025-05-18 23:36:38,461,24092120397,/sales/upgrade,failed,A108,Resolved
230,2025-05-27 17:42:22,2025-05-27 17:55:40,798,533899151528282,/main/menu2,completed,A107,Escalated
231,2025-05-27 07:05:49,2025-05-27 07:37:00,1871,003379227332244,/sales/new,busy,A110,No Answer
232,2025-05-16 13:02:02,2025-05-16 13:09:45,463,2250537070392,/sales/upgrade,busy,A102,Left Message
233,2025-06-04 16:56:31,2025-06-04 17:40:12,2621,2014869345712,/main/menu2,failed,A105,Left Message
234,2025-05-14 01:36:07,2025-05-14 02:09:10,1983,6849694876,/info/hours,failed,A103,No Answer
235,2025-05-19 10:09:22,2025-05-19 10:31:09,1307,96009315014,/main/menu2,failed,A106,Escalated
236,2025-05-31 11:38:28,2025-05-31 11:54:11,943,013888779051,/info/location,failed,A108,Left Message
237,2025-06-03 07:09:49,2025-06-03 07:14:48,299,728182795938,/main/menu3,busy,A101,Left Message
238,2025-05-25 07:55:11,2025-05-25 08:31:09,2158,18166925861628,/info/location,busy,A109,Left Message
239,2025-05-17 15:04:01,2025-05-17 15:49:32,2731,95707650248823,/support/billing,failed,A108,No Answer
240,2025-05-26 22:38:56,2025-05-26 22:49:46,650,13858508759967,/sales/upgrade,completed,A109,Left Message
241,2025-06-01 14:55:04,2025-06-01 15:40:55,2751,417705158629438,/support/tech,failed,A104,No Answer
242,2025-05-19 06:30:11,2025-05-19 07:05:56,2145,79934166254138,/sales/new,busy,A108,Left Message
243,2025-06-08 19:55:29,2025-06-08 20:04:47,558,7298203856301,/sales/new,missed,A107,No Answer
244,2025-06-02 15:29:44,2025-06-02 15:33:47,243,814300958825082,/main/menu3,busy,A102,Escalated
245,2025-05-29 16:05:37,2025-05-29 16:14:10,513,014824146068,/support/billing,completed,A107,Resolved
246,2025-05-16 12:29:02,2025-05-16 12:38:34,572,38394447453023,/sales/upgrade,no_answer,A108,Escalated
247,2025-05-13 03:22:56,2025-05-13 04:16:06,3190,4253767519,/feedback,missed,A109,No Answer
248,2025-05-17 10:47:55,2025-05-17 11:02:41,886,991085556041,/support/billing,no_answer,A101,Escalated
249,2025-05-18 17:50:48,2025-05-18 18:09:44,1136,22069138416530,/main/menu1,completed,A110,Callback Scheduled
250,2025-05-24 16:08:35,2025-05-24 16:51:07,2552,36035530553565,/main/menu3,busy,A106,Escalated
251,2025-06-01 10:19:46,2025-06-01 10:23:21,215,102842557244,/sales/new,no_answer,A101,Escalated
252,2025-06-07 18:33:13,2025-06-07 19:31:31,3498,776295375377,/sales/new,no_answer,A107,Left Message
253,2025-05-28 22:48:16,2025-05-28 23:39:13,3057,51345481291,/sales/upgrade,no_answer,A108,Left Message
