Call_ID,Call_Start_Time,Call_End_Time,Call_Duration_sec,Caller_Number,IVR_Path,Call_Status,Agent_ID,Call_Disposition
119,2025-05-27 05:07:22,2025-05-27 05:24:15,1013,401699307882,/info/hours,no_answer,AID031,No Answer
120,2025-06-05 04:59:47,2025-06-05 05:05:51,364,972044724165,/sales/upgrade,completed,AID044,No Answer
121,2025-05-18 10:42:45,2025-05-18 10:57:20,875,083307183224,/support/billing,no_answer,AID033,Escalated
122,2025-05-11 06:16:07,2025-05-11 06:17:32,85,6775820936890,/info/location,failed,AID047,Resolved
123,2025-06-02 16:01:49,2025-06-02 16:52:51,3062,309023603531,/main/menu2,failed,AID045,Left Message
124,2025-05-28 09:02:09,2025-05-28 09:30:51,1722,414383686327,/sales/new,missed,AID044,Left Message
125,2025-06-04 10:18:38,2025-06-04 10:47:57,1759,962873063269,/info/location,missed,AID008,Left Message
126,2025-05-31 03:34:28,2025-05-31 03:42:30,482,763450975593,/main/menu2,missed,AID042,Left Message
127,2025-06-03 03:52:14,2025-06-03 04:14:25,1331,423222893876,/support/billing,missed,AID047,No Answer
128,2025-06-05 07:39:55,2025-06-05 08:10:54,1859,44265401848,/sales/new,no_answer,AID042,Escalated
129,2025-05-18 09:41:14,2025-05-18 10:38:57,3463,6445984149,/support/billing,failed,AID008,Left Message
130,2025-05-19 19:48:11,2025-05-19 20:16:37,1706,4512310154924,/info/location,failed,AID041,Resolved
131,2025-06-04 12:57:11,2025-06-04 13:39:00,2509,0135233523276,/sales/new,busy,AID025,Callback Scheduled
132,2025-05-16 00:50:52,2025-05-16 00:57:17,385,7367222474133,/sales/new,completed,AID043,Left Message
133,2025-05-21 14:52:11,2025-05-21 15:27:52,2141,185397813889,/info/location,busy,AID034,Escalated
134,2025-05-13 01:36:27,2025-05-13 02:12:03,2136,613869474564003,/info/hours,missed,AID033,Callback Scheduled
135,2025-05-26 23:45:03,2025-05-27 00:31:30,2787,038984509626,/sales/upgrade,missed,AID014,Left Message
136,2025-06-01 05:24:29,2025-06-01 05:44:02,1173,7246298836,/main/menu2,failed,AID041,No Answer
137,2025-05-11 11:17:11,2025-05-11 12:11:07,3236,6117382417,/main/menu1,busy,AID020,Resolved
138,2025-05-25 17:10:49,2025-05-25 17:15:30,281,33992409180067,/sales/upgrade,missed,AID025,Left Message
139,2025-05-14 22:53:11,2025-05-14 23:52:44,3573,26161181735,/main/menu2,failed,AID035,No Answer
140,2025-06-07 10:09:31,2025-06-07 10:24:30,899,17686752468780,/main/menu1,failed,AID047,Resolved
141,2025-05-14 17:59:01,2025-05-14 18:41:23,2542,6305529499,/main/menu2,completed,AID012,Escalated
142,2025-05-31 01:07:54,2025-05-31 01:27:41,1187,98830884486210,/support/billing,failed,AID024,Escalated
143,2025-06-03 06:02:47,2025-06-03 06:15:55,788,741770771275508,/support/tech,missed,AID006,Resolved
144,2025-05-26 07:57:32,2025-05-26 08:10:32,780,897483714022,/sales/new,completed,AID017,Escalated
145,2025-05-12 10:35:57,2025-05-12 10:44:36,519,49952427176,/main/menu3,missed,AID050,Resolved
146,2025-05-13 13:03:29,2025-05-13 13:43:35,2406,96565210237,/sales/new,completed,AID045,Escalated
147,2025-05-18 08:22:19,2025-05-18 08:45:27,1388,17664502894064,/sales/upgrade,missed,AID038,No Answer
148,2025-05-26 03:35:15,2025-05-26 04:03:28,1693,138056289769567,/info/location,busy,AID030,Resolved
149,2025-06-04 04:04:39,2025-06-04 04:17:47,788,3742319933255,/sales/new,no_answer,AID029,Resolved
150,2025-05-09 20:55:06,2025-05-09 21:32:42,2256,34837298534295,/main/menu2,no_answer,AID029,No Answer
151,2025-05-28 08:49:12,2025-05-28 09:35:32,2780,3249617524663,/info/hours,completed,AID017,Left Message
152,2025-05-18 14:03:36,2025-05-18 14:30:24,1608,84384219278256,/sales/upgrade,no_answer,AID016,Escalated
153,2025-05-29 07:06:04,2025-05-29 08:04:13,3489,72146288322,/main/menu3,failed,AID042,Callback Scheduled
154,2025-05-10 18:46:18,2025-05-10 19:10:43,1465,2360880739800,/support/tech,missed,AID023,Escalated
155,2025-05-11 02:21:48,2025-05-11 02:38:31,1003,53513583065221,/support/billing,completed,AID006,Callback Scheduled
156,2025-05-11 19:06:39,2025-05-11 19:14:38,479,27496148407,/support/tech,completed,AID006,Callback Scheduled
157,2025-05-27 10:40:12,2025-05-27 11:22:46,2554,9203720498,/sales/upgrade,no_answer,AID036,Escalated
158,2025-05-27 21:26:06,2025-05-27 22:20:36,3270,20805328326933,/main/menu2,completed,AID031,Escalated
159,2025-05-16 07:06:21,2025-05-16 08:05:02,3521,6126541830504,/support/billing,busy,AID031,Escalated
160,2025-06-01 04:11:42,2025-06-01 05:05:03,3201,16480652158,/support/billing,no_answer,AID040,Escalated
161,2025-06-03 19:45:58,2025-06-03 20:04:44,1126,1295896094,/support/billing,no_answer,AID017,Escalated
162,2025-06-02 16:28:59,2025-06-02 17:09:06,2407,526237271906719,/support/billing,busy,AID045,No Answer
163,2025-05-29 06:20:15,2025-05-29 06:52:10,1915,5777379952,/info/location,completed,AID007,No Answer
164,2025-06-06 19:17:17,2025-06-06 19:28:09,652,0903215853,/info/hours,failed,AID033,No Answer
165,2025-05-24 05:41:17,2025-05-24 05:46:46,329,435256634191,/sales/new,missed,AID015,Escalated
166,2025-05-10 13:56:28,2025-05-10 14:31:57,2129,015683772847926,/feedback,completed,AID029,No Answer
167,2025-06-03 11:22:54,2025-06-03 12:12:08,2954,6154133339,/feedback,missed,AID031,Escalated
168,2025-06-05 07:43:38,2025-06-05 07:49:08,330,20926924222474,/support/tech,failed,AID050,No Answer
169,2025-05-29 14:18:03,2025-05-29 14:59:13,2470,8634940724724,/support/billing,failed,AID041,Callback Scheduled
170,2025-05-15 09:19:26,2025-05-15 10:14:43,3317,018055355954395,/main/menu3,no_answer,AID014,Resolved
171,2025-05-17 17:15:07,2025-05-17 17:18:17,190,870609240084922,/support/tech,no_answer,AID049,Resolved
172,2025-06-06 00:38:04,2025-06-06 01:03:48,1544,817804481813,/sales/new,missed,AID032,No Answer
173,2025-05-24 15:26:05,2025-05-24 16:05:43,2378,6760424886932,/main/menu2,missed,AID013,No Answer
174,2025-05-27 00:46:50,2025-05-27 01:44:08,3438,8779608903,/sales/new,no_answer,AID019,Callback Scheduled
175,2025-05-29 05:40:59,2025-05-29 05:49:15,496,6844016207,/info/hours,completed,AID010,Escalated
176,2025-05-16 11:20:13,2025-05-16 11:29:59,586,4306804668,/info/location,missed,AID015,Escalated
177,2025-05-21 05:49:46,2025-05-21 06:16:49,1623,10726500028,/main/menu2,completed,AID033,Callback Scheduled
178,2025-05-14 14:04:36,2025-05-14 14:44:48,2412,4461792204156,/main/menu3,failed,AID016,Escalated
179,2025-05-27 14:36:54,2025-05-27 15:13:22,2188,664982217309,/sales/upgrade,no_answer,AID014,Escalated
180,2025-05-13 16:28:53,2025-05-13 17:14:53,2760,41824486054,/main/menu1,busy,AID010,Resolved
181,2025-06-08 20:01:16,2025-06-08 20:16:09,893,203834984009388,/info/location,failed,AID031,Resolved
182,2025-05-22 14:45:28,2025-05-22 15:36:26,3058,406217428389704,/sales/upgrade,no_answer,AID016,Callback Scheduled
183,2025-05-20 17:48:35,2025-05-20 17:53:51,316,6983412880,/main/menu3,failed,AID008,Callback Scheduled
184,2025-05-23 16:24:52,2025-05-23 16:29:52,300,813586563834,/info/hours,failed,AID049,Callback Scheduled
185,2025-05-27 04:11:11,2025-05-27 04:33:16,1325,03675608110,/sales/upgrade,no_answer,AID035,Callback Scheduled
186,2025-05-16 17:51:40,2025-05-16 18:19:59,1699,06228561620,/main/menu1,completed,AID047,Escalated
187,2025-06-07 18:45:07,2025-06-07 19:40:48,3341,3899436259,/sales/new,failed,AID022,Resolved
188,2025-05-26 05:45:55,2025-05-26 06:42:11,3376,036931722749,/info/hours,missed,AID030,Resolved
189,2025-05-19 04:05:05,2025-05-19 04:49:10,2645,546221410111420,/sales/upgrade,busy,AID047,Escalated
190,2025-05-25 03:14:52,2025-05-25 03:54:56,2404,77858287718781,/main/menu3,no_answer,AID032,Escalated
191,2025-05-31 13:13:28,2025-05-31 13:50:49,2241,94105690792,/main/menu3,failed,AID042,Resolved
192,2025-05-30 06:39:45,2025-05-30 07:10:41,1856,83303482914,/feedback,completed,AID009,Left Message
193,2025-05-12 18:03:56,2025-05-12 18:43:56,2400,9004056041979,/main/menu3,completed,AID015,No Answer
194,2025-05-17 22:59:42,2025-05-17 23:05:23,341,395844259572311,/info/location,completed,AID027,No Answer
195,2025-05-14 11:21:27,2025-05-14 12:19:56,3509,98303446739556,/support/tech,failed,AID035,Escalated
196,2025-05-29 07:54:25,2025-05-29 08:42:07,2862,0618534634,/main/menu1,busy,AID050,Left Message
197,2025-05-11 12:48:11,2025-05-11 13:33:48,2737,657893814718,/main/menu2,missed,AID011,Callback Scheduled
198,2025-06-05 21:10:37,2025-06-05 21:25:27,890,75888188588,/main/menu3,completed,AID018,Callback Scheduled
199,2025-06-03 17:07:17,2025-06-03 17:11:12,235,949683204947,/main/menu1,missed,AID043,No Answer
200,2025-06-01 04:20:14,2025-06-01 04:47:21,1627,41260296495,/support/billing,busy,AID023,Resolved
201,2025-05-23 21:14:58,2025-05-23 21:59:16,2658,503138316017,/sales/new,failed,AID029,Callback Scheduled
202,2025-05-13 04:37:28,2025-05-13 05:24:26,2818,99903416293000,/info/location,busy,AID042,Callback Scheduled
203,2025-05-20 20:10:08,2025-05-20 20:30:27,1219,437210276914295,/sales/new,no_answer,AID014,No Answer
204,2025-05-15 03:57:50,2025-05-15 04:06:27,517,7010031442,/support/tech,completed,AID024,Callback Scheduled
205,2025-06-05 18:14:40,2025-06-05 18:36:10,1290,1044292634,/sales/new,failed,AID020,Resolved
206,2025-05-12 06:14:33,2025-05-12 06:35:15,1242,6597038048336,/sales/upgrade,busy,AID009,Callback Scheduled
207,2025-05-11 23:05:24,2025-05-11 23:07:14,110,76769332423483,/feedback,busy,AID032,Escalated
208,2025-05-30 15:17:22,2025-05-30 15:46:29,1747,7968540833,/main/menu2,completed,AID039,Resolved
209,2025-05-21 18:37:47,2025-05-21 18:56:00,1093,89322992282749,/main/menu1,completed,AID013,No Answer
210,2025-06-01 14:28:21,2025-06-01 14:44:11,950,6277922032971,/main/menu1,completed,AID022,Escalated
211,2025-05-14 20:30:32,2025-05-14 20:56:24,1552,08813051901,/support/billing,busy,AID023,No Answer
212,2025-05-27 13:43:19,2025-05-27 14:05:34,1335,7412107230854,/sales/new,completed,AID028,No Answer
213,2025-05-21 10:18:49,2025-05-21 10:18:56,7,82960689027,/main/menu3,busy,AID027,Callback Scheduled
214,2025-05-22 14:35:33,2025-05-22 14:38:56,203,83203056265761,/main/menu2,missed,AID046,Resolved
215,2025-05-22 20:47:46,2025-05-22 21:40:54,3188,84282056707,/info/hours,failed,AID011,Escalated
216,2025-05-09 23:30:44,2025-05-10 00:14:30,2626,121865579932891,/main/menu1,busy,AID014,Left Message
217,2025-05-19 04:41:14,2025-05-19 05:18:58,2264,3993051601,/info/location,no_answer,AID030,Escalated
218,2025-06-02 13:11:47,2025-06-02 13:33:46,1319,813699624391307,/info/location,failed,AID006,Resolved
219,2025-05-24 09:53:00,2025-05-24 09:56:17,197,92429149830451,/support/billing,failed,AID001,Left Message
220,2025-05-20 04:26:42,2025-05-20 05:20:17,3215,86735972935,/feedback,no_answer,AID041,Escalated
221,2025-05-17 21:42:01,2025-05-17 22:20:51,2330,8358927354,/info/location,no_answer,AID015,No Answer
222,2025-05-23 05:20:05,2025-05-23 05:44:07,1442,7164768275,/feedback,no_answer,AID004,Callback Scheduled
223,2025-05-24 20:13:01,2025-05-24 21:08:51,3350,14376890795733,/sales/upgrade,busy,AID003,No Answer
224,2025-05-26 02:10:08,2025-05-26 02:21:29,681,2199638893,/main/menu3,completed,AID017,Resolved
225,2025-06-09 00:25:15,2025-06-09 00:26:36,81,5944885668,/sales/upgrade,missed,AID038,Resolved
226,2025-05-22 12:40:51,2025-05-22 12:47:02,371,4219824398688,/support/tech,failed,AID028,Callback Scheduled
227,2025-05-13 23:59:45,2025-05-14 00:07:04,439,5706737582467,/info/location,failed,AID007,No Answer
228,2025-05-19 21:40:51,2025-05-19 21:53:27,756,40831824887,/main/menu1,completed,AID030,Callback Scheduled
229,2025-05-31 18:29:01,2025-05-31 18:55:13,1572,838712716198237,/main/menu2,missed,AID043,Escalated
230,2025-06-08 15:42:40,2025-06-08 16:41:50,3550,78100062000016,/main/menu3,failed,AID026,Left Message
231,2025-05-20 14:02:12,2025-05-20 14:55:57,3225,0700224957597,/info/hours,missed,AID021,Resolved
232,2025-05-27 04:45:13,2025-05-27 04:45:46,33,631077768487,/support/billing,completed,AID035,Resolved
233,2025-05-27 00:26:54,2025-05-27 00:27:35,41,921751770760,/info/location,no_answer,AID006,Left Message
234,2025-05-16 10:58:29,2025-05-16 11:14:35,966,847736860819,/info/hours,no_answer,AID032,Callback Scheduled
235,2025-05-25 20:16:05,2025-05-25 21:08:28,3143,92482264580,/feedback,no_answer,AID042,No Answer
236,2025-06-05 16:01:57,2025-06-05 16:27:31,1534,210416360212020,/info/location,busy,AID048,No Answer
237,2025-06-06 16:27:40,2025-06-06 17:20:50,3190,68717530445,/sales/new,completed,AID028,Resolved
238,2025-05-11 03:50:46,2025-05-11 04:30:56,2410,2038913407,/support/billing,busy,AID041,Resolved
239,2025-05-23 00:00:22,2025-05-23 00:43:01,2559,9460543542,/support/tech,completed,AID009,Resolved
240,2025-05-23 16:51:59,2025-05-23 17:39:35,2856,544569384303,/sales/new,failed,AID046,Resolved
241,2025-05-22 22:58:11,2025-05-22 23:22:55,1484,7490110433685,/support/billing,no_answer,AID009,Resolved
242,2025-05-10 22:23:20,2025-05-10 23:19:12,3352,48349440921399,/info/hours,failed,AID031,Callback Scheduled
243,2025-05-18 01:00:12,2025-05-18 01:03:49,217,133828634047426,/support/tech,failed,AID010,Escalated
244,2025-05-09 08:23:41,2025-05-09 09:00:03,2182,48086419832,/sales/upgrade,completed,AID044,No Answer
245,2025-05-31 16:04:59,2025-05-31 16:56:09,3070,171884977458836,/main/menu2,failed,AID037,Left Message
246,2025-05-26 13:13:01,2025-05-26 13:39:26,1585,80318689178027,/feedback,completed,AID027,Escalated
247,2025-06-04 09:23:14,2025-06-04 09:26:28,194,49992199683,/support/tech,failed,AID033,Resolved
248,2025-05-31 04:16:31,2025-05-31 04:18:05,94,304247708478,/support/tech,completed,AID033,Escalated
